order_date;sku;client_id;order_quantity;order_units
2013-08-04;HV2;C1;15600,0;624,0
2013-08-04;HV2;C18;15425,0;617,0
2013-08-04;HV2;C11;15300,0;612,0
2013-08-04;HV2;C2;15375,0;615,0
2013-08-04;MV3;C8;222600,0;742,0
2013-08-04;MV1;C7;182250,0;729,0
2013-08-04;MV2;C7;231900,0;773,0
2013-08-04;MV2;C5;229500,0;765,0
2013-08-04;MV3;C1;222300,0;741,0
2013-08-04;MV3;C8;220200,0;734,0
2013-08-04;MV3;C3;226200,0;754,0
2013-08-04;MV3;C12;224400,0;748,0
2013-08-04;MV3;C8;225600,0;752,0
2013-08-04;MV3;C8;219900,0;733,0
2013-08-04;MV2;C17;228300,0;761,0
2013-08-04;MV2;C8;228000,0;760,0
2013-08-04;MV2;C18;234300,0;781,0
2013-08-04;MV2;C17;228300,0;761,0
2013-08-04;MV2;C17;228600,0;762,0
2013-08-04;MV3;C4;225600,0;752,0
2013-08-04;MV3;C17;220800,0;736,0
2013-08-04;MV2;C7;233100,0;777,0
2013-08-04;MV2;C13;227100,0;757,0
2013-08-04;MV2;C18;225900,0;753,0
2013-08-04;MV2;C13;233700,0;779,0
2013-08-04;MV1;C15;176500,0;706,0
2013-08-04;MV1;C5;177500,0;710,0
2013-08-04;MV1;C13;181750,0;727,0
2013-08-04;MV1;C4;177500,0;710,0
2013-08-04;MV1;C8;181000,0;724,0
2013-08-04;MV3;C2;220500,0;735,0
2013-08-04;MV1;C5;179750,0;719,0
2013-08-04;LV2;C18;1614000,0;807,0
2013-08-04;MV1;C10;181000,0;724,0
2013-08-04;MV1;C2;179750,0;719,0
2013-08-04;LV2;C3;1610000,0;805,0
2013-08-04;LV2;C8;1612000,0;806,0
2013-08-04;LV2;C12;1576000,0;788,0
2013-08-04;MV3;C12;222000,0;740,0
2013-08-04;MV3;C11;226500,0;755,0
2013-08-04;MV2;C17;228600,0;762,0
2013-08-04;MV1;C18;179250,0;717,0
2013-08-04;MV1;C18;177000,0;708,0
2013-08-04;LV3;C8;1075700,0;694,0
2013-08-04;HV4;C7;59680,0;746,0
2013-08-04;LV2;C17;1564000,0;782,0
2013-08-04;HV1;C5;18825,0;753,0
2013-08-04;HV4;C6;61040,0;763,0
2013-08-04;LV1;C1;847200,0;706,0
2013-08-04;HV4;C10;60400,0;755,0
2013-08-04;HV4;C16;60960,0;762,0
2013-08-04;HV4;C17;60800,0;760,0
2013-08-04;HV5;C4;37450,0;749,0
2013-08-04;HV1;C8;18750,0;750,0
2013-08-04;HV1;C18;18775,0;751,0
2013-08-04;HV1;C7;18900,0;756,0
2013-08-04;HV4;C13;59680,0;746,0
2013-08-04;HV4;C10;60480,0;756,0
2013-08-04;LV1;C3;844800,0;704,0
2013-08-04;LV1;C16;832800,0;694,0
2013-08-04;LV1;C13;850800,0;709,0
2013-08-04;LV1;C14;848400,0;707,0
2013-08-04;LV1;C15;855600,0;713,0
2013-08-04;HV1;C3;18750,0;750,0
2013-08-04;MV4;C13;357000,0;714,0
2013-08-04;HV5;C15;37700,0;754,0
2013-08-04;HV5;C10;37400,0;748,0
2013-08-04;HV3;C7;40320,0;672,0
2013-08-04;HV3;C6;39600,0;660,0
2013-08-04;HV3;C16;39600,0;660,0
2013-08-04;HV3;C16;40200,0;670,0
2013-08-04;HV4;C16;60400,0;755,0
2013-08-04;HV4;C10;59680,0;746,0
2013-08-04;LV3;C10;1077250,0;695,0
2013-08-04;LV3;C7;1083450,0;699,0
2013-08-04;LV3;C3;1089650,0;703,0
2013-08-04;HV4;C17;61040,0;763,0
2013-08-04;MV4;C2;363500,0;727,0
2013-08-04;MV4;C17;362000,0;724,0
2013-08-04;MV4;C13;358000,0;716,0
2013-08-04;HV4;C9;61520,0;769,0
2013-08-04;MV4;C15;359000,0;718,0
2013-08-04;HV5;C6;38550,0;771,0
2013-08-04;HV5;C9;37350,0;747,0
2013-08-04;HV5;C1;38350,0;767,0
2013-08-04;HV5;C16;38000,0;760,0
2013-08-04;HV1;C5;18725,0;749,0
2013-08-04;HV4;C2;60480,0;756,0
2013-08-11;HV1;C2;18975,0;759,0
2013-08-11;HV4;C13;61440,0;768,0
2013-08-11;HV4;C1;61280,0;766,0
2013-08-11;HV4;C8;59920,0;749,0
2013-08-11;HV4;C17;60080,0;751,0
2013-08-11;MV2;C18;231000,0;770,0
2013-08-11;MV2;C17;231900,0;773,0
2013-08-11;MV2;C11;229800,0;766,0
2013-08-11;MV2;C17;235200,0;784,0
2013-08-11;MV2;C17;228900,0;763,0
2013-08-11;MV2;C18;226500,0;755,0
2013-08-11;HV4;C15;61040,0;763,0
2013-08-11;HV4;C18;60720,0;759,0
2013-08-11;LV2;C10;1564000,0;782,0
2013-08-11;LV2;C11;1608000,0;804,0
2013-08-11;LV2;C9;1570000,0;785,0
2013-08-11;LV2;C4;1616000,0;808,0
2013-08-11;LV2;C5;1586000,0;793,0
2013-08-11;LV1;C4;847200,0;706,0
2013-08-11;LV1;C1;858000,0;715,0
2013-08-11;LV1;C10;840000,0;700,0
2013-08-11;LV1;C8;832800,0;694,0
2013-08-11;LV1;C18;830400,0;692,0
2013-08-11;HV3;C10;40320,0;672,0
2013-08-11;HV3;C6;39360,0;656,0
2013-08-11;HV3;C10;40020,0;667,0
2013-08-11;HV3;C2;39960,0;666,0
2013-08-11;HV3;C3;39960,0;666,0
2013-08-11;MV2;C1;233100,0;777,0
2013-08-11;MV2;C6;227700,0;759,0
2013-08-11;HV2;C17;15350,0;614,0
2013-08-11;MV2;C1;233700,0;779,0
2013-08-11;MV3;C5;226500,0;755,0
2013-08-11;MV2;C10;228900,0;763,0
2013-08-11;MV3;C7;222900,0;743,0
2013-08-11;MV1;C1;181250,0;725,0
2013-08-11;MV1;C8;177750,0;711,0
2013-08-11;MV1;C11;181500,0;726,0
2013-08-11;MV1;C4;176750,0;707,0
2013-08-11;MV1;C3;177750,0;711,0
2013-08-11;MV1;C18;177750,0;711,0
2013-08-11;MV1;C16;178000,0;712,0
2013-08-11;MV1;C17;177000,0;708,0
2013-08-11;MV1;C3;181500,0;726,0
2013-08-11;HV5;C4;38700,0;774,0
2013-08-11;HV5;C2;38000,0;760,0
2013-08-11;HV2;C11;15325,0;613,0
2013-08-11;HV1;C4;18875,0;755,0
2013-08-11;HV1;C8;18900,0;756,0
2013-08-11;HV1;C2;18875,0;755,0
2013-08-11;HV1;C18;18925,0;757,0
2013-08-11;HV1;C14;18925,0;757,0
2013-08-11;HV1;C6;19025,0;761,0
2013-08-11;MV3;C10;223800,0;746,0
2013-08-11;MV3;C14;222000,0;740,0
2013-08-11;MV3;C6;220800,0;736,0
2013-08-11;MV3;C13;223500,0;745,0
2013-08-11;HV4;C14;60320,0;754,0
2013-08-11;MV3;C11;221700,0;739,0
2013-08-11;MV4;C17;361000,0;722,0
2013-08-11;MV4;C4;361500,0;723,0
2013-08-11;MV4;C11;357000,0;714,0
2013-08-11;MV4;C6;361500,0;723,0
2013-08-11;HV4;C14;60640,0;758,0
2013-08-11;MV4;C18;363000,0;726,0
2013-08-11;HV4;C3;60080,0;751,0
2013-08-11;HV4;C13;61200,0;765,0
2013-08-11;MV2;C18;226500,0;755,0
2013-08-11;MV4;C17;362500,0;725,0
2013-08-11;MV4;C16;355500,0;711,0
2013-08-11;MV4;C8;355500,0;711,0
2013-08-11;HV4;C2;59920,0;749,0
2013-08-18;LV1;C18;843600,0;703,0
2013-08-18;LV1;C2;840000,0;700,0
2013-08-18;LV1;C4;854400,0;712,0
2013-08-18;MV4;C16;358500,0;717,0
2013-08-18;LV1;C17;846000,0;705,0
2013-08-18;MV4;C4;354000,0;708,0
2013-08-18;MV4;C16;355500,0;711,0
2013-08-18;MV3;C13;226800,0;756,0
2013-08-18;MV3;C10;220800,0;736,0
2013-08-18;MV3;C9;220200,0;734,0
2013-08-18;MV3;C9;225900,0;753,0
2013-08-18;MV3;C15;224700,0;749,0
2013-08-18;LV1;C12;847200,0;706,0
2013-08-18;LV1;C18;830400,0;692,0
2013-08-18;HV2;C11;15600,0;624,0
2013-08-18;HV2;C13;15475,0;619,0
2013-08-18;HV5;C5;38150,0;763,0
2013-08-18;HV5;C9;38150,0;763,0
2013-08-18;HV5;C16;38600,0;772,0
2013-08-18;HV5;C18;38800,0;776,0
2013-08-18;HV5;C6;37950,0;759,0
2013-08-18;HV5;C15;37500,0;750,0
2013-08-18;LV3;C7;1052450,0;679,0
2013-08-18;LV3;C12;1049350,0;677,0
2013-08-18;HV2;C14;15350,0;614,0
2013-08-18;LV3;C13;1055550,0;681,0
2013-08-18;LV3;C14;1057100,0;682,0
2013-08-18;LV3;C17;1075700,0;694,0
2013-08-18;LV3;C15;1050900,0;678,0
2013-08-18;LV3;C12;1071050,0;691,0
2013-08-18;LV3;C2;1057100,0;682,0
2013-08-18;LV3;C7;1080350,0;697,0
2013-08-18;HV1;C1;18850,0;754,0
2013-08-18;HV1;C16;18950,0;758,0
2013-08-18;HV1;C3;18975,0;759,0
2013-08-18;HV1;C8;18975,0;759,0
2013-08-18;HV1;C5;18975,0;759,0
2013-08-18;HV5;C5;38000,0;760,0
2013-08-18;HV1;C6;19050,0;762,0
2013-08-18;HV5;C18;37950,0;759,0
2013-08-18;HV5;C17;38150,0;763,0
2013-08-18;HV3;C7;39840,0;664,0
2013-08-18;HV3;C13;39480,0;658,0
2013-08-18;HV3;C11;39240,0;654,0
2013-08-18;HV3;C16;39360,0;656,0
2013-08-18;HV3;C10;40080,0;668,0
2013-08-18;HV3;C12;39120,0;652,0
2013-08-18;HV4;C18;60720,0;759,0
2013-08-18;HV4;C15;60160,0;752,0
2013-08-18;HV4;C9;61040,0;763,0
2013-08-18;HV4;C17;61440,0;768,0
2013-08-18;HV4;C16;60880,0;761,0
2013-08-18;HV4;C17;61760,0;772,0
2013-08-18;HV4;C6;60000,0;750,0
2013-08-18;HV4;C3;60480,0;756,0
2013-08-18;HV4;C8;61680,0;771,0
2013-08-18;HV4;C4;60720,0;759,0
2013-08-18;HV4;C8;61600,0;770,0
2013-08-18;HV4;C12;61600,0;770,0
2013-08-18;LV3;C1;1078800,0;696,0
2013-08-18;HV5;C5;37950,0;759,0
2013-08-18;HV5;C12;37350,0;747,0
2013-08-18;HV5;C16;37550,0;751,0
2013-08-18;HV1;C6;18925,0;757,0
2013-08-18;LV1;C4;843600,0;703,0
2013-08-18;HV1;C17;18900,0;756,0
2013-08-18;MV2;C8;231300,0;771,0
2013-08-18;MV2;C4;228900,0;763,0
2013-08-18;MV2;C15;231600,0;772,0
2013-08-18;MV2;C2;229200,0;764,0
2013-08-18;HV2;C11;15250,0;610,0
2013-08-18;HV2;C14;15325,0;613,0
2013-08-18;LV2;C18;1622000,0;811,0
2013-08-18;LV2;C9;1584000,0;792,0
2013-08-18;LV2;C13;1586000,0;793,0
2013-08-18;LV2;C5;1624000,0;812,0
2013-08-18;LV2;C9;1574000,0;787,0
2013-08-18;LV2;C7;1576000,0;788,0
2013-08-18;LV2;C4;1624000,0;812,0
2013-08-18;LV2;C1;1592000,0;796,0
2013-08-18;LV2;C9;1614000,0;807,0
2013-08-18;LV2;C4;1620000,0;810,0
2013-08-18;HV1;C16;19025,0;761,0
2013-08-18;MV2;C14;228900,0;763,0
2013-08-18;MV2;C8;229500,0;765,0
2013-08-18;HV2;C18;15125,0;605,0
2013-08-18;MV2;C9;235800,0;786,0
2013-08-18;HV2;C1;15350,0;614,0
2013-08-18;HV2;C4;15350,0;614,0
2013-08-18;HV2;C15;15575,0;623,0
2013-08-18;HV2;C1;15400,0;616,0
2013-08-18;HV2;C7;15300,0;612,0
2013-08-18;HV2;C18;15325,0;613,0
2013-08-18;MV2;C17;231900,0;773,0
2013-08-18;LV1;C15;841200,0;701,0
2013-08-18;HV1;C4;19000,0;760,0
2013-08-18;MV2;C9;235800,0;786,0
2013-08-18;HV1;C8;18900,0;756,0
2013-08-25;LV1;C17;832800,0;694,0
2013-08-25;LV1;C1;840000,0;700,0
2013-08-25;LV1;C18;852000,0;710,0
2013-08-25;LV1;C2;834000,0;695,0
2013-08-25;LV1;C11;843600,0;703,0
2013-08-25;LV1;C4;836400,0;697,0
2013-08-25;HV4;C10;61360,0;767,0
2013-08-25;HV4;C11;60080,0;751,0
2013-08-25;LV1;C13;853200,0;711,0
2013-08-25;LV1;C8;835200,0;696,0
2013-08-25;HV4;C3;60720,0;759,0
2013-08-25;HV1;C2;18925,0;757,0
2013-08-25;HV3;C12;40080,0;668,0
2013-08-25;HV3;C3;40140,0;669,0
2013-08-25;HV3;C18;39540,0;659,0
2013-08-25;HV3;C9;39360,0;656,0
2013-08-25;HV3;C7;39060,0;651,0
2013-08-25;HV3;C2;39120,0;652,0
2013-08-25;HV3;C15;40080,0;668,0
2013-08-25;HV3;C1;40020,0;667,0
2013-08-25;HV3;C9;39600,0;660,0
2013-08-25;HV4;C11;61600,0;770,0
2013-08-25;HV3;C16;39540,0;659,0
2013-08-25;HV2;C6;15475,0;619,0
2013-08-25;HV2;C5;15175,0;607,0
2013-08-25;HV2;C17;15050,0;602,0
2013-08-25;HV2;C2;15425,0;617,0
2013-08-25;HV2;C6;15525,0;621,0
2013-08-25;HV3;C16;39960,0;666,0
2013-08-25;HV4;C7;60800,0;760,0
2013-08-25;HV4;C13;60640,0;758,0
2013-08-25;HV1;C3;19050,0;762,0
2013-08-25;MV2;C11;229200,0;764,0
2013-08-25;MV1;C18;181000,0;724,0
2013-08-25;MV1;C17;181500,0;726,0
2013-08-25;MV3;C4;223200,0;744,0
2013-08-25;MV3;C4;221700,0;739,0
2013-08-25;HV4;C7;60800,0;760,0
2013-08-25;MV3;C6;227400,0;758,0
2013-08-25;MV3;C10;223800,0;746,0
2013-08-25;HV1;C12;19125,0;765,0
2013-08-25;HV1;C12;18975,0;759,0
2013-08-25;MV3;C5;222900,0;743,0
2013-08-25;MV3;C7;227400,0;758,0
2013-08-25;MV3;C15;224100,0;747,0
2013-08-25;MV1;C18;180500,0;722,0
2013-08-25;MV2;C10;230700,0;769,0
2013-08-25;HV5;C6;38100,0;762,0
2013-08-25;HV5;C4;38900,0;778,0
2013-08-25;LV2;C3;1588000,0;794,0
2013-08-25;HV1;C1;19025,0;761,0
2013-08-25;HV1;C15;18975,0;759,0
2013-08-25;HV1;C7;18950,0;758,0
2013-08-25;HV1;C11;19150,0;766,0
2013-08-25;LV3;C10;1054000,0;680,0
2013-08-25;LV3;C13;1060200,0;684,0
2013-08-25;LV3;C13;1072600,0;692,0
2013-08-25;LV2;C6;1580000,0;790,0
2013-08-25;LV2;C2;1616000,0;808,0
2013-08-25;LV2;C11;1604000,0;802,0
2013-08-25;MV2;C8;231600,0;772,0
2013-08-25;MV2;C5;229800,0;766,0
2013-09-01;LV2;C10;1596000,0;798,0
2013-09-01;LV3;C18;1050900,0;678,0
2013-09-01;HV1;C13;19000,0;760,0
2013-09-01;LV3;C3;1044700,0;674,0
2013-09-01;LV3;C2;1036950,0;669,0
2013-09-01;LV3;C8;1060200,0;684,0
2013-09-01;LV1;C8;852000,0;710,0
2013-09-01;LV1;C2;848400,0;707,0
2013-09-01;LV1;C13;858000,0;715,0
2013-09-01;HV1;C9;19200,0;768,0
2013-09-01;LV1;C6;843600,0;703,0
2013-09-01;LV1;C18;854400,0;712,0
2013-09-01;HV1;C4;19075,0;763,0
2013-09-01;LV3;C6;1052450,0;679,0
2013-09-01;LV3;C15;1071050,0;691,0
2013-09-01;LV3;C6;1041600,0;672,0
2013-09-01;LV3;C2;1038500,0;670,0
2013-09-01;LV1;C3;840000,0;700,0
2013-09-01;LV1;C12;848400,0;707,0
2013-09-01;HV2;C15;15050,0;602,0
2013-09-01;HV1;C13;19125,0;765,0
2013-09-01;MV2;C3;233100,0;777,0
2013-09-01;HV1;C11;19125,0;765,0
2013-09-01;MV2;C3;237600,0;792,0
2013-09-01;MV2;C17;235800,0;786,0
2013-09-01;MV2;C16;230100,0;767,0
2013-09-01;MV2;C12;230100,0;767,0
2013-09-01;MV2;C9;236700,0;789,0
2013-09-01;MV2;C3;234900,0;783,0
2013-09-01;HV2;C16;15075,0;603,0
2013-09-01;HV2;C9;15025,0;601,0
2013-09-01;LV3;C18;1058650,0;683,0
2013-09-01;HV2;C3;15375,0;615,0
2013-09-01;MV3;C12;224400,0;748,0
2013-09-01;MV3;C8;225900,0;753,0
2013-09-01;MV3;C17;227100,0;757,0
2013-09-01;MV2;C11;234900,0;783,0
2013-09-01;MV3;C12;228000,0;760,0
2013-09-01;MV1;C15;175500,0;702,0
2013-09-01;MV1;C18;178500,0;714,0
2013-09-01;HV3;C17;39840,0;664,0
2013-09-01;HV3;C18;39360,0;656,0
2013-09-01;HV3;C15;39600,0;660,0
2013-09-01;HV3;C15;39000,0;650,0
2013-09-01;HV5;C15;38250,0;765,0
2013-09-01;HV5;C9;38600,0;772,0
2013-09-01;HV5;C5;37600,0;752,0
2013-09-01;HV5;C10;38850,0;777,0
2013-09-01;HV5;C4;37700,0;754,0
2013-09-01;HV5;C2;38000,0;760,0
2013-09-01;HV5;C3;37850,0;757,0
2013-09-01;HV5;C10;38950,0;779,0
2013-09-01;HV5;C17;37600,0;752,0
2013-09-01;MV1;C4;179000,0;716,0
2013-09-01;MV1;C1;180500,0;722,0
2013-09-01;MV1;C3;176000,0;704,0
2013-09-01;MV3;C2;224700,0;749,0
2013-09-01;MV2;C16;236700,0;789,0
2013-09-01;MV3;C10;223800,0;746,0
2013-09-01;HV1;C4;19025,0;761,0
2013-09-01;HV1;C11;19150,0;766,0
2013-09-01;HV1;C9;19200,0;768,0
2013-09-01;MV4;C6;362000,0;724,0
2013-09-01;MV4;C17;359500,0;719,0
2013-09-01;MV4;C5;362000,0;724,0
2013-09-01;MV3;C18;222900,0;743,0
2013-09-01;MV4;C5;356000,0;712,0
2013-09-01;MV4;C12;356000,0;712,0
2013-09-01;MV4;C12;362000,0;724,0
2013-09-01;MV4;C7;359500,0;719,0
2013-09-01;MV4;C13;355500,0;711,0
2013-09-01;MV4;C1;361000,0;722,0
2013-09-01;MV4;C12;358000,0;716,0
2013-09-01;MV4;C3;355000,0;710,0
2013-09-01;HV1;C1;19150,0;766,0
2013-09-01;LV3;C18;1071050,0;691,0
2013-09-01;MV3;C15;228000,0;760,0
2013-09-01;MV3;C4;223200,0;744,0
2013-09-01;MV3;C9;226800,0;756,0
2013-09-01;MV3;C4;227700,0;759,0
2013-09-01;MV3;C1;226500,0;755,0
